EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
                              (@_x_component_)       (@_y_component_)       (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
27-08-2018 04:22:28.000               -2.42200                3.09400               -1.42300
27-08-2018 04:22:44.000               -2.81100                2.95000              -0.949000
27-08-2018 04:23:00.000               -2.34800                3.18000               -1.40600
27-08-2018 04:23:16.000               -2.03100                3.25900               -1.56200
27-08-2018 04:23:32.000               -2.40600                3.12300               -1.26600
27-08-2018 04:23:48.000               -2.39600                3.19700               -1.33100
27-08-2018 04:24:04.000               -2.90800                2.87300              -0.547000
27-08-2018 04:24:20.000               -2.62100                2.96900              -0.964000
27-08-2018 04:24:36.000               -2.11300                3.14100               -1.51600
27-08-2018 04:24:52.000               -1.61600                3.01000               -2.27100
27-08-2018 04:25:08.000               -1.88000                3.49500              -0.855000
27-08-2018 04:25:24.000               -1.46100                3.83600              -0.439000
